,x1,x2,x3,x4,label,raw
0,-3.378455787595792,2.1493427489945827,-1.4835883155960994,5.455064951718782,1,2
1,-7.507833808967565,2.4659994537339247,-0.4103965664690197,-1.644043471401805,0,1
2,-2.518291423679653,2.6910298619086386,-0.30597225774471093,3.94372158983673,1,2
3,0.8960874171527197,1.8561357116705035,2.9753486850295476,8.694695556447902,1,3
4,0.30809640489826373,2.0344861406428847,2.3906351076309207,9.688565452929371,1,3
5,1.0226512835896748,2.123553744774659,2.746996903514579,10.609312701372835,1,3
6,8.181282933479565,-3.3807446701035215,6.21975845969701,-9.691889411343977,0,0
7,-7.6553900313702945,2.6056584839379697,1.1302590567042698,-1.3392538865389172,0,1
8,-2.94267135098269,2.0090228268392396,-1.7892325742376793,6.56195270902714,1,2
9,-0.5526085216978567,1.9175932774777098,2.4298113498749796,9.31745202228793,1,3
10,-3.0855082500867157,1.426045143849579,-0.19591128944977831,5.930646527497859,1,2
11,-9.384209281984335,2.176021042695048,0.24983370173174174,-1.5574228977443956,0,1
12,8.468131377623319,-4.147638597607278,6.499601265065383,-8.953779416070322,0,0
13,8.797374160445107,-2.2407134293809916,6.650842059018252,-9.577803352733746,0,0
14,7.521400646390451,-2.969315086787236,7.230472896794042,-8.348396029915007,0,0
15,-7.778218157744939,1.8441223738442807,-0.6937675134136625,-1.8923071824779762,0,1
16,-3.057736807429058,1.9952604477228748,-0.8305775539039933,4.5873877952428,1,2
17,7.7413588060881855,-3.018516197600782,6.0491501668729475,-10.114453577519663,0,0
18,-7.125631449931392,1.9268246159354696,1.0270402962323828,-1.7848125317349708,0,1
19,-8.561919700776132,2.223868573291333,0.3460014142506013,-1.1966972781991028,0,1
20,-0.9035617824815247,1.5973913897123098,3.1495246036749998,10.989502400297756,1,3
21,-0.8207333181193639,1.5958835712916173,1.9076034747033472,9.69641711349125,1,3
22,-8.357066840113768,1.0709050612340791,0.9069220228809521,-1.0097746420471225,0,1
23,-6.693813074345703,1.6544495319442711,0.8654274185914762,-1.728261635350059,0,1
24,-3.424258839800617,2.336413507697125,-1.1595264752476762,4.804933635795813,1,2
25,-2.76163325844476,2.6467633729453537,-1.6161947835076744,4.956831581085376,1,2
26,-8.559968681371032,1.2665849701615475,0.23458301797936582,-0.7367654999193155,0,1
27,-3.3673388509665743,3.5625264277673185,-1.394300419230673,4.3466910977269935,1,2
28,-7.17484541860218,0.9157945734539319,0.7763201615325597,-1.4415355705104442,0,1
29,-3.6068930863243343,2.7347189386867967,-1.6300449831166723,5.195649574289961,1,2
30,-7.545945992306943,2.1620639019730867,0.6883821529308636,-1.1178108529725161,0,1
31,-3.1421313924488903,4.276849550972938,-2.0921402221023024,4.609570454128786,1,2
32,1.6964289158362515,1.973006447658821,2.307441594387662,10.21605290075893,1,3
33,1.2640601219931447,1.710809717188136,1.4430488829059733,9.570844583347935,1,3
34,7.737102257677207,-4.311694835497916,6.816194887282072,-9.338767686243964,0,0
35,-3.3274545774225817,1.9954850849634822,-1.378705077211185,5.396713758875338,1,2
36,-2.6958601540153606,2.176204855212896,-1.3921192420497488,3.954153623282555,1,2
37,-3.348508342548132,2.675717086636085,-0.843441674541463,5.175317147098644,1,2
38,-7.747617153620056,1.9025988518857049,0.5850277064546517,-0.748442645371947,0,1
39,8.141416128822192,-3.908770383051936,6.710616652829962,-9.815442197058692,0,0
40,-3.2437212850445047,2.678722922073905,-0.7578380310929547,4.383324912898893,1,2
41,7.7259167310425285,-3.722189330986718,7.15060052116691,-10.04441660161465,0,0
42,8.364747762777034,-2.797492937427168,5.741265028635623,-9.312099721272368,0,0
43,-3.5668835447964256,1.4190672262245456,-0.8464300886570901,4.495087107277613,1,2
44,7.836153874086295,-2.946604418382831,6.313480891276611,-8.903091019384286,0,0
45,7.0211662436920195,-2.7071238717033816,6.3415852395867685,-9.693528083812938,0,0
46,-3.1211671465345967,2.5572139535388123,-2.503476529214092,4.90842957705338,1,2
47,7.344892310972078,-3.8040286048418275,6.190821496576894,-9.650707672895098,0,0
48,2.4050588977777614,2.0545090108866906,3.1906164136139075,9.543222471518037,1,3
49,-2.425244481288848,3.5297173499069556,-1.043273298205866,3.744560926977856,1,2
50,-4.025180610594646,2.7923279881160004,-0.21461104433983302,4.821164768418066,1,2
51,-3.27357383237195,2.933811819328141,-1.5754578781920288,5.502613793711691,1,2
52,-8.484028569094992,2.772908932959525,0.603868994445616,-0.1908968578901471,0,1
53,-8.139497967672702,1.8888875420176887,0.7923201421804593,-1.4554008923714612,0,1
54,-3.466730410893816,2.6027467100576187,-2.164260452533024,4.598819977284298,1,2
55,7.403475693032368,-4.172282704019092,7.36677772790259,-9.180597605393933,0,0
56,-6.958839194734855,0.9652223431447281,1.4681216729551552,-0.58178219996767,0,1
57,-7.322611582468163,2.646651082241724,1.2517882801225526,-2.743562722773756,0,1
58,8.60596660712075,-3.045237746064537,6.392692392710501,-9.332626666794186,0,0
59,7.806178613398237,-2.801897982214997,6.602833214310133,-9.439693170343535,0,0
60,-7.764041234179971,1.8956743093566677,0.2738668603636092,-1.3668872961704261,0,1
61,-7.3073269891244115,2.5348507813830716,-0.10198553975239222,-1.797969586409318,0,1
62,7.655928259605262,-3.4531882632184474,6.652019622354112,-10.253376021625524,0,0
63,8.043562805961447,-2.4595508347983466,6.471219193475962,-9.860469598664181,0,0
64,8.405841504519913,-2.7568205420576053,6.497824979088773,-9.180119762994886,0,0
65,-8.647364986487641,1.3374429456606092,0.0005892670763413266,-1.6543677620988098,0,1
66,-3.536653261224388,2.699386633088912,-0.4174142290001239,4.14708294493896,1,2
67,7.497861667791923,-4.0218566295898714,6.65419587283464,-8.47891142661361,0,0
68,7.795392566993238,-3.8852132423234185,6.401813356683941,-9.13000322538064,0,0
69,-8.025930782668427,1.5101420087019006,0.5338595149301785,-0.19429945314698815,0,1
70,-8.311385605565215,2.0497115184876886,0.9387071468127941,-1.3718761218828246,0,1
71,-8.212456606585905,2.5327386448507676,-0.05425830592233727,-0.9575435624443289,0,1
72,-0.02238059313523949,2.2074020822040197,1.8426561833663384,9.08511528346374,1,3
73,0.36551677012883527,2.2680875746241687,2.894424566144243,11.280786654935534,1,3
74,0.1666887362606163,2.517944922318799,2.8389037555687304,9.831504831258046,1,3
75,-3.769320645647547,2.3251035994866314,-1.3599276245124072,4.636025524902055,1,2
76,1.006279098085915,1.7830160136933395,3.647853759421654,8.864565415594264,1,3
77,0.7570824513229113,3.22706280895102,4.0403314149069764,9.102159374354278,1,3
78,-7.3084508790113745,0.8879535183627818,0.5582405492330119,-2.0601468491602373,0,1
79,-8.48735565970621,2.7907015863099094,0.35290202986079156,-1.5188418441700349,0,1
80,-6.856918864656126,2.143555463438572,0.38737052966767505,-1.4499106795373797,0,1
81,8.180559622030051,-2.8379572515879,6.811544958001082,-9.089592935189609,0,0
82,-3.3691339902515565,3.0835117093135294,-1.2112531267441615,4.903081852899161,1,2
83,8.711598551692372,-2.2096327783617493,7.236979915103203,-9.062983401218158,0,0
84,-4.143387832600039,2.715354507787988,-2.1002442090535784,3.7470884541336584,1,2
85,8.117457059753624,-3.8607204078062467,5.699669335451764,-9.761597244424875,0,0
86,-0.060602995662688564,0.6682048690861864,3.359128024826754,10.045422392909023,1,3
87,1.0127595927349546,1.2796664641315691,2.798005432084545,9.258582591389853,1,3
88,-7.341982321221442,2.6400529279046414,1.4005923607132464,-0.3797262598308804,0,1
89,-8.629878598799884,1.9349065990696508,0.20915074091302666,-1.2787559026592863,0,1
90,-7.399811558305112,1.9144075256079505,-0.2876566860655576,-1.2365611171406592,0,1
91,6.85972032545414,-2.960191700313242,7.319612928729654,-9.463799489391159,0,0
92,-3.2793517977077298,2.0544015384581362,-2.137190127954802,4.711761902071127,1,2
93,-2.900913389838069,2.986222241192526,-0.6235466508674665,4.6301517447574145,1,2
94,-8.553608821609721,2.0471245299413643,0.422103454291621,-0.6314377017538366,0,1
95,-7.97407712798951,2.0956119385088674,-0.22224500589697216,-1.66614860584185,0,1
96,2.111352973468936,2.916626651940525,1.8015720106260058,10.286563468124548,1,3
97,8.64844715213743,-4.862894150504703,6.439881558535687,-8.958126792924299,0,0
98,0.11546111328243089,1.593530984030595,3.26196697019188,10.697930591322402,1,3
99,-7.111329427849674,1.6269321050686543,-0.778066695498463,-1.452666819694009,0,1
100,-2.764668511479653,1.8177907339782162,-1.0799031377368191,4.281225381883888,1,2
101,-3.5176321801284027,1.3956657206553265,-1.4348121093473714,3.82370262553704,1,2
102,-4.70207640334428,2.7234059251999896,-1.2019706072812322,5.668863455287324,1,2
103,8.025400659447703,-3.7501861598516166,5.547109123251726,-9.849987341343837,0,0
104,0.0801490693208115,1.7886692756149354,3.2431490328246753,9.146819042018011,1,3
105,-3.809444368204137,2.3719494195836104,-0.5988926551375211,4.3973428158554375,1,2
106,-3.6791932183442864,3.4270121248526766,-1.4018925627950438,4.2778116849601275,1,2
107,-3.634691064463417,2.0017194534553795,-1.497591650208117,5.207545735729692,1,2
108,-3.6949488104461055,2.7670553879911823,-2.216089574781376,6.07411795188867,1,2
109,-3.2071015904202547,1.3935876662393312,-2.196582155981906,4.799412448284292,1,2
110,-7.127270427653134,2.3160336053731845,0.7166206133294664,-3.021954209344681,0,1
111,-0.08704876073867729,1.5867959021588007,2.5455336449798023,10.171802344913791,1,3
112,0.5310275344219881,2.1043478894914838,3.242484208188031,9.635771199657736,1,3
113,0.2813386065403417,1.8784659329878357,2.916830322250696,9.222868934035692,1,3
114,-7.571722060547894,2.3508877931231305,0.29193130368151793,-2.4624780159278643,0,1
115,-3.5069907049885534,3.0639081681312463,-1.2392620965473389,6.51840625753367,1,2
116,-6.697318344738432,1.7523240649935752,1.4106190100928635,-1.9306119374382538,0,1
117,8.390057952021285,-2.9406058433171434,6.378853813515675,-9.884314173243746,0,0
118,-8.653902218601939,1.245443386148748,0.47961070316716037,-2.397643033971032,0,1
119,-8.236898907640906,2.3624203591894766,0.2143174975028873,-1.6076185661226703,0,1
120,-3.598001691379002,2.8890190617090528,-0.789193738734771,4.904740859105308,1,2
121,0.6414849863263764,1.958940211628514,2.92206602130789,8.565508076327621,1,3
122,0.7403772123434718,1.7698045263532447,3.402153858870303,10.422060986351623,1,3
123,-7.0425118561031015,1.6660910086383722,1.4122875206580785,-1.7733102242343732,0,1
124,-8.03514871685268,2.2129807473339307,0.39031368411492434,-1.7229848062375221,0,1
125,-2.8307529125778137,2.774684763218071,-1.355782709486485,4.067341048353743,1,2
126,7.928063037609199,-2.6132316470570833,6.271115117427642,-8.283444076150165,0,0
127,-3.4115693413177355,1.5120346304294983,-1.8904491423307834,4.276178298239772,1,2
128,-3.7874628913585866,2.528286268835096,-0.7225882682452123,4.978476579133126,1,2
129,-0.8562889429394283,2.004813618510911,1.746971366224144,9.648048764050865,1,3
130,7.908585477050684,-5.0503645138125925,5.942970363225218,-8.42175115976123,0,0
131,-6.930379483164218,1.800201846463817,0.7769697261174895,-0.9398696192532157,0,1
132,-7.669933397075938,0.7550052589429734,0.9833353942573939,-0.9590276594975684,0,1
133,8.88358644202475,-3.9875123843232316,6.071798800365348,-9.749120132429676,0,0
134,-2.3583289896885615,2.365871266659072,-1.7409297520916927,4.782309961722414,1,2
135,-3.5941781243205737,2.768697135414214,-0.6507839656808097,5.390038231356569,1,2
136,7.756481561420209,-3.8237104857681534,6.973106946716915,-9.2429232258587,0,0
137,-7.002292631374754,2.724998598268975,1.172534622962123,-1.4806221416104497,0,1
138,-0.6443375518681527,0.7245088992363381,3.070607035139073,9.472020821703417,1,3
139,8.358086476361128,-3.676191760609945,5.899855445737005,-9.07729072469141,0,0
140,-3.848374433130206,2.4665400105022313,-0.9418695856022756,5.498601948043141,1,2
141,-2.5760980281728254,2.939947435849504,-0.4950337838671116,5.322423421115257,1,2
142,-3.136516572865098,1.4731525540133816,-1.3210566367413596,5.051316816225854,1,2
143,-6.535252799851355,1.3869870828738258,0.7551521735538549,-1.1831192115289377,0,1
144,7.547294789437185,-2.9217133132102227,7.021176095231834,-8.848655531406926,0,0
145,7.0747545704886265,-2.8338038331305295,6.959926365319923,-10.0480478868357,0,0
146,-7.04643517993978,1.2912101901410156,-0.32423346442629664,-1.7227125390491085,0,1
147,7.432541340718825,-3.6379952436716536,6.1396262535953525,-9.256921390094622,0,0
148,-6.990095523256151,1.0349713786907628,0.031248433646333673,-2.460822076073991,0,1
149,-7.8152488987844775,1.569684234057711,-0.5097627266829088,-1.3227804456774566,0,1
150,-8.367090577817926,2.2565346240589963,1.8631540580842194,-2.1683074054167863,0,1
151,7.874647088130075,-2.2321221144526784,6.6075771069877955,-9.111459824524939,0,0
152,1.8854479076672959,0.859928216135465,2.2774607138440524,10.035911837702741,1,3
153,5.854779397567933,-3.52269537521563,5.886811871307429,-9.16860739992583,0,0
